n_real,generador,ratio,seed,n_synth,n_train,val_mse,test_mse,test_mae,test_r2,epoca_mejor,segundos,receta
1000,jitter,3.0,2,3000,4000,0.3802085220813751,0.140066385269165,0.2818307876586914,0.3991482257843017,84,8.7,f16761a9
1000,gaussiana,3.0,0,3000,4000,0.5127297639846802,0.1862016171216964,0.318020224571228,0.2012389898300171,40,8.8,f16761a9
1000,gaussiana,3.0,1,3000,4000,0.583884060382843,0.2072735130786895,0.3382459282875061,0.1108455061912536,75,8.8,f16761a9
1000,gaussiana,3.0,2,3000,4000,0.4304670691490173,0.164594680070877,0.3059306740760803,0.2939276695251465,31,8.7,f16761a9
1000,block_bootstrap,3.0,0,3000,4000,0.4657402336597442,0.1683605313301086,0.3052903413772583,0.2777730226516723,87,8.8,f16761a9
1000,block_bootstrap,3.0,1,3000,4000,0.4642116725444793,0.1622779369354248,0.3042860031127929,0.303865909576416,80,8.8,f16761a9
1000,block_bootstrap,3.0,2,3000,4000,0.4690358340740204,0.1616243422031402,0.3072901666164398,0.3066697120666504,95,8.8,f16761a9
1000,vae,3.0,0,3000,4000,0.476353108882904,0.1707009673118591,0.3031291663646698,0.267733097076416,80,9.0,f16761a9
1000,vae,3.0,1,3000,4000,0.4858055114746094,0.1745226234197616,0.3082967698574066,0.2513391375541687,56,8.9,f16761a9
1000,vae,3.0,2,3000,4000,0.4425603449344635,0.1688586920499801,0.3059299886226654,0.2756360173225403,30,8.9,f16761a9
1000,realnvp,3.0,0,3000,4000,0.4217140078544616,0.1453235447406768,0.2846245765686035,0.3765962719917297,64,9.3,f16761a9
1000,realnvp,3.0,1,3000,4000,0.4138148427009582,0.1533764153718948,0.2956482768058777,0.3420513272285461,79,9.2,f16761a9
1000,realnvp,3.0,2,3000,4000,0.4466292262077331,0.1584789305925369,0.3049685359001159,0.3201627731323242,43,9.2,f16761a9
1000,jitter,5.0,0,5000,6000,0.4132890105247497,0.1505622565746307,0.2866871058940887,0.3541234135627746,35,11.8,f16761a9
1000,jitter,5.0,1,5000,6000,0.4057013094425201,0.1500249803066253,0.2903247475624084,0.3564282059669494,82,11.8,f16761a9
1000,jitter,5.0,2,5000,6000,0.378267228603363,0.1371491998434066,0.2834941148757934,0.4116622805595398,88,11.9,f16761a9
